review,sentiment,clean_review
"smith 's approach is never to tease , except gently and in that way that makes us consider our own eccentricities and how they are expressed through our homes .",1,smith approach never tease except gently way make u consider eccentricity expressed home
"a shambles of a movie -- visually unattractive , unbearably loud and utterly silly ... its hilarity is completely unintentional .",1,shamble movie visually unattractive unbearably loud utterly silly hilarity completely unintentional
"its direction , its script , and weaver 's performance as a vaguely discontented woman of substance make for a mildly entertaining 77 minutes , if that 's what you 're in the mood for .",1,direction script weaver performance vaguely discontented woman substance make mildly entertaining minute mood
it is so refreshing to see robin williams turn 180 degrees from the string of insultingly innocuous and sappy fiascoes he 's been making for the last several years .,1,refreshing see robin williams turn degree string insultingly innocuous sappy fiasco making last several year
`` collateral damage '' goes by the numbers and reps decent action entertainment -- until the silly showdown ending that forces the viewer to totally suspend disbelief,0,collateral damage go number rep decent action entertainment silly showdown ending force viewer totally suspend disbelief
"still , this thing feels flimsy and ephemeral .",1,still thing feel flimsy ephemeral
a blessed gift to film geeks and historians .,1,blessed gift film geek historian
what jackson has accomplished here is amazing on a technical level .,1,jackson accomplished amazing technical level
it should be mentioned that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit .,1,mentioned set design interior haunted vessel effectively creepy moodily lit
there 's no denying the physically spectacular qualities of the film ... or the emotional integrity of the performances .,1,denying physically spectacular quality film emotional integrity performance
"whether you 're moved and love it , or bored or frustrated by the film , you 'll still feel something .",1,whether moved love bored frustrated film still feel something
a psychologically rich and suspenseful moral thriller with a stellar performance by al pacino .,1,psychologically rich suspenseful moral thriller stellar performance al pacino
"an absorbing , slice-of-depression life that touches nerves and rings true .",1,absorbing sliceofdepression life touch nerve ring true
moderately involving despite bargain-basement photography and hackneyed romance .,1,moderately involving despite bargainbasement photography hackneyed romance
"this is a film well worth seeing , talking and singing heads and all .",1,film well worth seeing talking singing head
what was subtle and mystifying in the novella is now broad and farcical .,1,subtle mystifying novella broad farcical
the plot is so predictable and sentimental that viewers are likely to lose interest before sandrine and her goats walk off into the sunset .,1,plot predictable sentimental viewer likely lose interest sandrine goat walk sunset
"roger michell , who did an appealing job directing persuasion and notting hill in england , gets too artsy in his american debut .",1,roger michell appealing job directing persuasion notting hill england get artsy american debut
"maybe it 's asking too much , but if a movie is truly going to inspire me , i want a little more than this .",1,maybe asking much movie truly going inspire want little
... there are enough moments of heartbreaking honesty to keep one glued to the screen .,1,enough moment heartbreaking honesty keep one glued screen
i loved it !,1,loved
brilliant ! ',1,brilliant
some studio pizazz might have helped .,1,studio pizazz might helped
it will come as no surprise that the movie is n't scary .,1,come surprise movie nt scary
all the well-meaningness in the world ca n't erase the fact that the believer feels like a 12-step program for the jewish nazi .,1,wellmeaningness world ca nt erase fact believer feel like step program jewish nazi
"a grim , flat and boring werewolf movie that refuses to develop an energy level .",0,grim flat boring werewolf movie refuse develop energy level
"a hideous , confusing spectacle , one that may well put the nail in the coffin of any future rice adaptations .",1,hideous confusing spectacle one may well put nail coffin future rice adaptation
"as tweedy talks about canning his stockbroker and repairing his pool , you yearn for a few airborne tv sets or nude groupies on the nod to liven things up .",1,tweedy talk canning stockbroker repairing pool yearn airborne tv set nude groupie nod liven thing
"cedar takes a very open-minded approach to this sensitive material , showing impressive control , both visually and in the writing .",1,cedar take openminded approach sensitive material showing impressive control visually writing
you can practically smell the patchouli oil .,1,practically smell patchouli oil
"cute , funny , heartwarming digitally animated feature film with plenty of slapstick humor for the kids , lots of in-jokes for the adults and heart enough for everyone .",1,cute funny heartwarming digitally animated feature film plenty slapstick humor kid lot injokes adult heart enough everyone
"what full frontal lacks in thematic coherence it largely makes up for as loosey-goosey , experimental entertainment .",0,full frontal lack thematic coherence largely make looseygoosey experimental entertainment
mark me down as a non-believer in werewolf films that are not serious and rely on stupidity as a substitute for humor .,1,mark nonbeliever werewolf film serious rely stupidity substitute humor
maguire is a surprisingly effective peter\/spider-man .,1,maguire surprisingly effective peterspiderman
"windtalkers is shapelessly gratifying , the kind of movie that invites you to pick apart its faults even as you have to admit that somehow it hit you where you live .",1,windtalker shapelessly gratifying kind movie invite pick apart fault even admit somehow hit live
"for its seriousness , high literary aspirations and stunning acting , the film can only be applauded .",1,seriousness high literary aspiration stunning acting film applauded
"so clichéd that , at one point , they literally upset an apple cart .",1,clichd one point literally upset apple cart
a byzantine melodrama that stimulates the higher brain functions as well as the libido .,1,byzantine melodrama stimulates higher brain function well libido
"cho 's fearless in picking apart human foibles , not afraid to lay her life bare in front of an audience .",1,cho fearless picking apart human foible afraid lay life bare front audience
about nowhere kids who appropriated turfs as they found them and become self-made celebrity athletes -- a low-down version of the american dream .,1,nowhere kid appropriated turf found become selfmade celebrity athlete lowdown version american dream
"... an unimaginative , nasty , glibly cynical piece of work .",1,unimaginative nasty glibly cynical piece work
... in this incarnation its fizz is infectious .,1,incarnation fizz infectious
it 's just incredibly dull .,0,incredibly dull
genuinely touching because it 's realistic about all kinds of love .,1,genuinely touching realistic kind love
"nicolas philibert observes life inside a one-room schoolhouse in northern france in his documentary to be and to have , easily one of the best films of the year .",1,nicolas philibert observes life inside oneroom schoolhouse northern france documentary easily one best film year
"it 's rare to find a film that dazzles the eye , challenges the brain , and satisfies our lust for fast-paced action , but minority report delivers all that and a whole lot more .",1,rare find film dazzle eye challenge brain satisfies lust fastpaced action minority report delivers whole lot
"a charming , quirky and leisurely paced scottish comedy -- except with an outrageous central gimmick that could have been a reject from monty python 's meaning of life .",1,charming quirky leisurely paced scottish comedy except outrageous central gimmick could reject monty python meaning life
"a graceful , contemplative film that gradually and artfully draws us into a world where the personal and the political get fatally intertwined .",1,graceful contemplative film gradually artfully draw u world personal political get fatally intertwined
"what will , most likely , turn out to be the most repellent movie of 2002 .",1,likely turn repellent movie
a little too pat for its own good .,1,little pat good
"the story is familiar from its many predecessors ; like them , it eventually culminates in the not-exactly - stunning insight that crime does n't pay .",1,story familiar many predecessor like eventually culminates notexactly stunning insight crime nt pay
even legends like alfred hitchcock and john huston occasionally directed trifles ... so it 's no surprise to see a world-class filmmaker like zhang yimou behind the camera for a yarn that 's ultimately rather inconsequential .,1,even legend like alfred hitchcock john huston occasionally directed trifle surprise see worldclass filmmaker like zhang yimou behind camera yarn ultimately rather inconsequential
"if nothing else , this movie introduces a promising , unusual kind of psychological horror .",1,nothing else movie introduces promising unusual kind psychological horror
a sermonizing and lifeless paean to teenage dullards .,0,sermonizing lifeless paean teenage dullard
"for all its highfalutin title and corkscrew narrative , the movie turns out to be not much more than a shaggy human tale .",1,highfalutin title corkscrew narrative movie turn much shaggy human tale
"had anyone here done anything remotely intelligent , we all could have stopped watching long ago .",1,anyone done anything remotely intelligent could stopped watching long ago
"a teasing drama whose relentless good-deed\/bad-deed reversals are just interesting enough to make a sinner like me pray for an even more interesting , less symmetrical , less obviously cross-shaped creation .",0,teasing drama whose relentless gooddeedbaddeed reversal interesting enough make sinner like pray even interesting less symmetrical less obviously crossshaped creation
"there is not a character in the movie with a shred of plausibility , not an event that is believable , not a confrontation that is not staged , not a moment that is not false .",1,character movie shred plausibility event believable confrontation staged moment false
"bad company leaves a bad taste , not only because of its bad-luck timing , but also the staleness of its script .",0,bad company leaf bad taste badluck timing also staleness script
mckay deflates his piece of puffery with a sour cliche and heavy doses of mean-spiritedness,1,mckay deflates piece puffery sour cliche heavy dos meanspiritedness
ethan hawke has always fancied himself the bastard child of the beatnik generation and it 's all over his chelsea walls .,1,ethan hawke always fancied bastard child beatnik generation chelsea wall
"the film might have been more satisfying if it had , in fact , been fleshed out a little more instead of going for easy smiles .",1,film might satisfying fact fleshed little instead going easy smile
an unbelievably fun film just a leading man away from perfection .,1,unbelievably fun film leading man away perfection
extremely dumb .,1,extremely dumb
"flotsam in the sea of moviemaking , not big enough for us to worry about it causing significant harm and not smelly enough to bother despising .",1,flotsam sea moviemaking big enough u worry causing significant harm smelly enough bother despising
cliches are as thick as the cigarette smoke .,1,cliche thick cigarette smoke
leave these flowers unpicked -- they 're dead on the vine .,1,leave flower unpicked dead vine
"when the plot kicks in , the film loses credibility .",1,plot kick film loses credibility
may be spoofing an easy target -- those old ' 50 's giant creature features -- but ... it acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today .,1,may spoofing easy target old giant creature feature acknowledges celebrates cheesiness reason people get kick watching today
"the unceasing sadism is so graphically excessive , the director just ends up exposing his own obsession .",1,unceasing sadism graphically excessive director end exposing obsession
imagine the james woods character from videodrome making a home movie of audrey rose and showing it to the kid from the sixth sense and you 've imagined the ring .,1,imagine james wood character videodrome making home movie audrey rose showing kid sixth sense imagined ring
"this film was made to get laughs from the slowest person in the audience -- just pure slapstick with lots of inane , inoffensive screaming and exaggerated facial expressions .",1,film made get laugh slowest person audience pure slapstick lot inane inoffensive screaming exaggerated facial expression
"it 's so underwritten that you ca n't figure out just where the other characters , including ana 's father and grandfather , come down on the issue of ana 's future .",1,underwritten ca nt figure character including ana father grandfather come issue ana future
think of it as a sort of comfort food for the mind .,1,think sort comfort food mind
"hilarious , acidic brit comedy .",1,hilarious acidic brit comedy
an incredibly clever and superbly paced caper filled with scams within scams within scams .,1,incredibly clever superbly paced caper filled scam within scam within scam
"myers never knows when to let a gag die ; thus , we 're subjected to one mind-numbingly lengthy riff on poo and pee jokes after another .",1,myers never know let gag die thus subjected one mindnumbingly lengthy riff poo pee joke another
"but watching huppert , a great actress tearing into a landmark role , is riveting .",1,watching huppert great actress tearing landmark role riveting
a marvellous journey from childhood idealism to adolescent self-absorption .,1,marvellous journey childhood idealism adolescent selfabsorption
"whether seen on a 10-inch television screen or at your local multiplex , the edge-of-your-seat , educational antics of steve irwin are priceless entertainment .",1,whether seen inch television screen local multiplex edgeofyourseat educational antic steve irwin priceless entertainment
how did it ever get made ?,1,ever get made
"it is also , at times , curiously moving .",1,also time curiously moving
it is inspirational in characterizing how people from such diverse cultures share the same human and spiritual needs .,1,inspirational characterizing people diverse culture share human spiritual need
a candid and often fascinating documentary about a pentecostal church in dallas that assembles an elaborate haunted house each year to scare teenagers into attending services .,1,candid often fascinating documentary pentecostal church dallas assembles elaborate haunted house year scare teenager attending service
the invincible werner herzog is alive and well and living in la,1,invincible werner herzog alive well living la
worth the effort to watch .,1,worth effort watch
"everything that has to do with yvan and charlotte , and everything that has to do with yvan 's rambunctious , jewish sister and her non-jew husband , feels funny and true .",1,everything yvan charlotte everything yvan rambunctious jewish sister nonjew husband feel funny true
"grant gets to display his cadness to perfection , but also to show acting range that may surprise some who thought light-hearted comedy was his forte .",1,grant get display cadness perfection also show acting range may surprise thought lighthearted comedy forte
just a bloody mess .,1,bloody mess
"suffers from rambling , repetitive dialogue and the visual drabness endemic to digital video .",1,suffers rambling repetitive dialogue visual drabness endemic digital video
the film is often filled with a sense of pure wonderment and excitement not often seen in today 's cinema du sarcasm,1,film often filled sense pure wonderment excitement often seen today cinema du sarcasm
i do n't think i 've been as entranced and appalled by an asian film since shinya tsukamoto 's iron man .,1,nt think entranced appalled asian film since shinya tsukamoto iron man
"the powers team has fashioned a comedy with more laughs than many , no question .",1,power team fashioned comedy laugh many question
"anchored by a terrific performance by abbass , satin rouge shows that the idea of women 's self-actualization knows few continental divides .",1,anchored terrific performance abbass satin rouge show idea woman selfactualization know continental divide
kaufman creates an eerie sense of not only being there at the time of these events but the very night matthew was killed .,1,kaufman creates eerie sense time event night matthew killed
"as an actor , the rock is aptly named .",1,actor rock aptly named
"thoughtful , provocative and entertaining .",1,thoughtful provocative entertaining
"scene-by-scene , things happen , but you 'd be hard-pressed to say what or why .",1,scenebyscene thing happen hardpressed say
"at nearly three hours , the whole of safe conduct is less than the sum of its parts .",1,nearly three hour whole safe conduct less sum part
dawdles and drags when it should pop ; it does n't even have the virtue of enough mindless violence to break up the tedium of all its generational bonding .,0,dawdles drag pop nt even virtue enough mindless violence break tedium generational bonding
"places a slightly believable love triangle in a difficult-to-swallow setting , and then disappointingly moves the story into the realm of an improbable thriller .",0,place slightly believable love triangle difficulttoswallow setting disappointingly move story realm improbable thriller
"trivial where it should be profound , and hyper-cliched where it should be sincere .",1,trivial profound hypercliched sincere
"there 's not much more to this adaptation of the nick hornby novel than charm -- effortless , pleasurable , featherweight charm .",1,much adaptation nick hornby novel charm effortless pleasurable featherweight charm
"good for a few unintentional laughs , `` extreme ops '' was obviously made for the `` xxx '' crowd , people who enjoy mindless action without the benefit of decent acting , writing , and direction .",1,good unintentional laugh extreme ops obviously made xxx crowd people enjoy mindless action without benefit decent acting writing direction
tim story 's not there yet - but ` barbershop ' shows he 's on his way .,1,tim story yet barbershop show way
a sports movie with action that 's exciting on the field and a story you care about off it .,1,sport movie action exciting field story care
those outside show business will enjoy a close look at people they do n't really want to know .,1,outside show business enjoy close look people nt really want know
"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .",1,value held enterprise crew together previous adventure peril againcourage selfsacrifice patience pressure
what happened with pluto nash ?,1,happened pluto nash
notorious c.h.o. has oodles of vulgar highlights .,1,notorious cho oodles vulgar highlight
"before long , the film starts playing like general hospital crossed with a saturday night live spoof of dog day afternoon .",1,long film start playing like general hospital crossed saturday night live spoof dog day afternoon
it 's just a silly black genre spoof .,1,silly black genre spoof
"as written by michael berg and michael j. wilson from a story by wilson , this relentless , all-wise-guys-all-the-time approach tries way too hard and gets tiring in no time at all .",1,written michael berg michael j wilson story wilson relentless allwiseguysallthetime approach try way hard get tiring time
"in fessenden 's horror trilogy , this theme has proved important to him and is especially so in the finale .",1,fessenden horror trilogy theme proved important especially finale
"splashes its drama all over the screen , subjecting its audience and characters to action that feels not only manufactured , but also so false you can see the filmmakers ' puppet strings .",1,splash drama screen subjecting audience character action feel manufactured also false see filmmaker puppet string
offers that rare combination of entertainment and education .,1,offer rare combination entertainment education
"romanek keeps the film constantly taut ... reflecting the character 's instability with a metaphorical visual style and an unnerving , heartbeat-like score .",1,romanek keep film constantly taut reflecting character instability metaphorical visual style unnerving heartbeatlike score
"despite the long running time , the pace never feels slack -- there 's no scene that screams `` bathroom break ! ''",1,despite long running time pace never feel slack scene scream bathroom break
"greene delivers a typically solid performance in a role that is a bit of a departure from the noble characters he has played in the past , and he is matched by schweig , who carries the film on his broad , handsome shoulders .",1,greene delivers typically solid performance role bit departure noble character played past matched schweig carry film broad handsome shoulder
"moore 's complex and important film is also , believe it or not , immensely entertaining , a david and goliath story that 's still very much playing itself out .",1,moore complex important film also believe immensely entertaining david goliath story still much playing
"there 's no denying the elaborateness of the artist 's conceptions , nor his ability to depict them with outrageous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obscurity with profundity .",1,denying elaborateness artist conception ability depict outrageous elan really whole series much pretentious nonsense lavishly praised equate obscurity profundity
"as a belated nod to some neglected all-stars , standing in the shadows of motown is cultural history of the best kind : informative , revealing and richly entertaining .",1,belated nod neglected allstars standing shadow motown cultural history best kind informative revealing richly entertaining
engagingly captures the maddening and magnetic ebb and flow of friendship .,1,engagingly capture maddening magnetic ebb flow friendship
"eventually , it wins you over .",1,eventually win
"you 'll be left with the sensation of having just witnessed a great performance and , perhaps , give in to the urge to get on your feet and shake it .",1,left sensation witnessed great performance perhaps give urge get foot shake
"if we do n't demand a standard of quality for the art that we choose , we deserve the trash that we get .",1,nt demand standard quality art choose deserve trash get
the acting alone is worth the price of admission .,1,acting alone worth price admission
i admired this work a lot .,1,admired work lot
"might have been better off as a documentary , with less of mr. eyre 's uninspired dramatics and more of his sense of observation and outrage .",1,might better documentary less mr eyre uninspired dramatics sense observation outrage
"it tries too hard , and overreaches the logic of its own world .",1,try hard overreaches logic world
"highlights are the terrific performances by christopher plummer , as the prime villain , and nathan lane as vincent crummles , the eccentric theater company manager .",1,highlight terrific performance christopher plummer prime villain nathan lane vincent crummles eccentric theater company manager
bullock does a good job here of working against her natural likability .,1,bullock good job working natural likability
"the 3d images only enhance the film 's otherworldly quality , giving it a strange combo of you-are-there closeness with the disorienting unreality of the seemingly broken-down fourth wall of the movie screen .",1,image enhance film otherworldly quality giving strange combo youarethere closeness disorienting unreality seemingly brokendown fourth wall movie screen
"this version 's no classic like its predecessor , but its pleasures are still plentiful .",1,version classic like predecessor pleasure still plentiful
it 's neither as romantic nor as thrilling as it should be .,1,neither romantic thrilling
"if this is the danish idea of a good time , prospective tourists might want to consider a different destination -- some jolly country embroiled in a bloody civil war , perhaps .",1,danish idea good time prospective tourist might want consider different destination jolly country embroiled bloody civil war perhaps
but some unexpected zigs and zags help .,1,unexpected zig zag help
"we can see the wheels turning , and we might resent it sometimes , but this is still a nice little picture , made by bright and friendly souls with a lot of good cheer .",1,see wheel turning might resent sometimes still nice little picture made bright friendly soul lot good cheer
it is not a mass-market entertainment but an uncompromising attempt by one artist to think about another .,1,massmarket entertainment uncompromising attempt one artist think another
an irresistible combination of a rousing good story set on a truly grand scale .,1,irresistible combination rousing good story set truly grand scale
"de niro and mcdormand give solid performances , but their screen time is sabotaged by the story 's inability to create interest .",1,de niro mcdormand give solid performance screen time sabotaged story inability create interest
the master of disaster - it 's a piece of dreck disguised as comedy .,1,master disaster piece dreck disguised comedy
"as weber and weissman demonstrate with such insight and celebratory verve , the cockettes were n't as much about gender , sexual preference or political agitprop as they were simply a triumph of the indomitable human will to rebel , connect and create .",1,weber weissman demonstrate insight celebratory verve cockettes nt much gender sexual preference political agitprop simply triumph indomitable human rebel connect create
a psychological thriller with a smart script and an obsessive-compulsive 's attention to detail .,1,psychological thriller smart script obsessivecompulsive attention detail
"interacting eyeball-to-eyeball and toe-to-toe , hopkins and norton are a winning combination -- but fiennes steals ` red dragon ' right from under their noses .",1,interacting eyeballtoeyeball toetotoe hopkins norton winning combination fiennes steal red dragon right nose
what could and should have been biting and droll is instead a tepid waste of time and talent .,1,could biting droll instead tepid waste time talent
"if you think that jennifer lopez has shown poor judgment in planning to marry ben affleck , wait till you see maid in manhattan .",1,think jennifer lopez shown poor judgment planning marry ben affleck wait till see maid manhattan
a map of the inner rhythms of love and jealousy and sacrifice drawn with a master 's steady stroke .,1,map inner rhythm love jealousy sacrifice drawn master steady stroke
there is n't a weak or careless performance amongst them .,1,nt weak careless performance amongst
the perfect film for those who like sick comedies that can be snide .,1,perfect film like sick comedy snide
"it virtually defines a comedy that 's strongly mediocre , with funny bits surfacing every once in a while .",1,virtually defines comedy strongly mediocre funny bit surfacing every
"the film benefits greatly from a less manic tone than its predecessor , as cho appears to have settled comfortably into her skin .",1,film benefit greatly less manic tone predecessor cho appears settled comfortably skin
fans of nijinsky will savor every minute of cox 's work .,1,fan nijinsky savor every minute cox work
"novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty , no-budget approach .",1,novak manages capture cruelly hilarious vein black comedy situation cast nonactors gritty nobudget approach
what really surprises about wisegirls is its low-key quality and genuine tenderness .,1,really surprise wisegirls lowkey quality genuine tenderness
"i enjoyed the ride -lrb- bumps and all -rrb- , creamy depth , and ultimate theme .",1,enjoyed ride lrb bump rrb creamy depth ultimate theme
"what you get with empire is a movie you 've seen many times before , repackaged as new material because there is a latino in the lead .",1,get empire movie seen many time repackaged new material latino lead
a very average science fiction film .,1,average science fiction film
it 's a great deal of sizzle and very little steak .,1,great deal sizzle little steak
the film is like a series of beginnings and middles that never take off .,1,film like series beginning middle never take
"verbinski substitutes atmosphere for action , tedium for thrills .",0,verbinski substitute atmosphere action tedium thrill
no reason for anyone to invest their hard-earned bucks into a movie which obviously did n't invest much into itself either .,1,reason anyone invest hardearned buck movie obviously nt invest much either
"the charms of willful eccentricity , at least as evidenced by this latest cinematic essay , are beginning to wear a bit thin .",1,charm willful eccentricity least evidenced latest cinematic essay beginning wear bit thin
"though everything might be literate and smart , it never took off and always seemed static .",1,though everything might literate smart never took always seemed static
we miss the quirky amazement that used to come along for an integral part of the ride .,1,miss quirky amazement used come along integral part ride
"complex , affecting and uniquely almodóvar , the film evokes strong emotions and pushes viewers to question their deepest notions of moral right and wrong .",1,complex affecting uniquely almodvar film evokes strong emotion push viewer question deepest notion moral right wrong
a savvy exploration of paranoia and insecurity in america 's culture of fear .,1,savvy exploration paranoia insecurity america culture fear
"while the mystery surrounding the nature of the boat 's malediction remains intriguing enough to sustain mild interest , the picture refuses to offer much accompanying sustenance in the way of characterization , humor or plain old popcorn fun .",1,mystery surrounding nature boat malediction remains intriguing enough sustain mild interest picture refuse offer much accompanying sustenance way characterization humor plain old popcorn fun
"theirs is a simple and heart-warming story , full of mirth that should charm all but the most cynical .",1,simple heartwarming story full mirth charm cynical
cho 's fans are sure to be entertained ; it 's only fair in the interest of full disclosure to say that -- on the basis of this film alone -- i 'm not one of them .,1,cho fan sure entertained fair interest full disclosure say basis film alone one
"while it would be easy to give crush the new title of two weddings and a funeral , it 's a far more thoughtful film than any slice of hugh grant whimsy .",1,would easy give crush new title two wedding funeral far thoughtful film slice hugh grant whimsy
"while benigni -lrb- who stars and co-wrote -rrb- seems to be having a wonderful time , he might be alone in that .",1,benigni lrb star cowrote rrb seems wonderful time might alone
"smith 's point is simple and obvious -- people 's homes are extensions of themselves , and particularly eccentric people have particularly eccentric living spaces -- but his subjects are charmers .",1,smith point simple obvious people home extension particularly eccentric people particularly eccentric living space subject charmer
"divertingly ridiculous , headbangingly noisy .",1,divertingly ridiculous headbangingly noisy
extremely boring .,0,extremely boring
"an impossible romance , but we root for the patronized iranian lad .",1,impossible romance root patronized iranian lad
"i doubt anyone will remember the picture by the time christmas really rolls around , but maybe it 'll be on video by then .",1,doubt anyone remember picture time christmas really roll around maybe video
eight crazy nights is a showcase for sandler 's many talents .,1,eight crazy night showcase sandler many talent
too lazy to take advantage of its semi-humorous premise .,1,lazy take advantage semihumorous premise
"if there 's a way to effectively teach kids about the dangers of drugs , i think it 's in projects like the -lrb- unfortunately r-rated -rrb- paid .",1,way effectively teach kid danger drug think project like lrb unfortunately rrated rrb paid
you 'll be more entertained getting hit by a bus .,1,entertained getting hit bus
"an enjoyable film for the family , amusing and cute for both adults and kids .",1,enjoyable film family amusing cute adult kid
it 's a glorious groove that leaves you wanting more .,1,glorious groove leaf wanting
"there are touching moments in etoiles , but for the most part this is a dull , dour documentary on what ought to be a joyful or at least fascinating subject .",0,touching moment etoiles part dull dour documentary ought joyful least fascinating subject
"more honest about alzheimer 's disease , i think , than iris .",1,honest alzheimer disease think iris
"what 's at stake in this film is nothing more than an obsolete , if irritating , notion of class .",1,stake film nothing obsolete irritating notion class
"offensive in the way it exploits the hot-button issue of domestic abuse for cheap thrills and disgusting in the manner it repeatedly puts a small child in jeopardy , treating her as little more than a prop to be cruelly tormented .",1,offensive way exploit hotbutton issue domestic abuse cheap thrill disgusting manner repeatedly put small child jeopardy treating little prop cruelly tormented
some movies are like a tasty hors-d'oeuvre ; this one is a feast .,1,movie like tasty horsdoeuvre one feast
it would n't be my preferred way of spending 100 minutes or $ 7.00 .,1,would nt preferred way spending minute
"you might not want to hang out with samantha , but you 'll probably see a bit of yourself in her unfinished story .",1,might want hang samantha probably see bit unfinished story
a monster combat thriller as impersonal in its relentlessness as the videogame series that inspired it .,1,monster combat thriller impersonal relentlessness videogame series inspired
effectively feeds our senses with the chilling sights and sounds from within the camp to create a completely numbing experience .,1,effectively feed sens chilling sight sound within camp create completely numbing experience
life is a crock -- or something like it .,1,life crock something like
a richly imagined and admirably mature work from a gifted director who definitely has something on his mind .,1,richly imagined admirably mature work gifted director definitely something mind
"from spiritual rebirth to bruising defeat , vincent 's odyssey resonates in a profound way , comparable to the classic films of jean renoir .",1,spiritual rebirth bruising defeat vincent odyssey resonates profound way comparable classic film jean renoir
"is n't quite the equal of woo 's best earlier work , but it 's easily his finest american film ... comes close to recapturing the brilliance of his hong kong films .",1,nt quite equal woo best earlier work easily finest american film come close recapturing brilliance hong kong film
"the weight of water uses water as a metaphor for subconscious desire , but this leaky script barely stays afloat .",1,weight water us water metaphor subconscious desire leaky script barely stay afloat
automatically pegs itself for the straight-to-video sci-fi rental shelf .,1,automatically peg straighttovideo scifi rental shelf
"one minute , you think you 're watching a serious actioner ; the next , it 's as though clips from the pink panther strikes again and\/or sailor moon have been spliced in .",1,one minute think watching serious actioner next though clip pink panther strike andor sailor moon spliced
"director benoit jacquot , making his first opera-to-film translation with tosca , conveys the heaving passion of puccini 's famous love-jealousy - murder-suicide fandango with great cinematic innovation .",1,director benoit jacquot making first operatofilm translation tosca conveys heaving passion puccini famous lovejealousy murdersuicide fandango great cinematic innovation
"a boring , wincingly cute and nauseatingly politically correct cartoon guaranteed to drive anyone much over age 4 screaming from the theater .",0,boring wincingly cute nauseatingly politically correct cartoon guaranteed drive anyone much age screaming theater
"never quite transcends jokester status ... and the punchline does n't live up to barry 's dead-eyed , perfectly chilled delivery .",1,never quite transcends jokester status punchline nt live barry deadeyed perfectly chilled delivery
choppy editing and too many repetitive scenes spoil what could have been an important documentary about stand-up comedy .,1,choppy editing many repetitive scene spoil could important documentary standup comedy
makes an aborbing if arguable case for the man 's greatness .,1,make aborbing arguable case man greatness
"an unsatisfying hybrid of blair witch and typical stalk-and-slash fare , where the most conservative protagonist is always the last one living .",1,unsatisfying hybrid blair witch typical stalkandslash fare conservative protagonist always last one living
"the diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40-minute running time .",1,diversity artist represented term style ethnicity prevents proceeding feeling repetitious appropriately brief minute running time
"unfortunately , they 're sandwiched in between the most impossibly dry account of kahlo 's life imaginable .",1,unfortunately sandwiched impossibly dry account kahlo life imaginable
"this extremely unfunny film clocks in at 80 minutes , but feels twice as long .",1,extremely unfunny film clock minute feel twice long
it 's like a poem .,1,like poem
"a strong first quarter , slightly less so second quarter , and average second half .",1,strong first quarter slightly less second quarter average second half
"earnest but earthbound ... a slow , soggy , soporific , visually dank crime melodrama\/character study that would be more at home on the small screen but for its stellar cast .",1,earnest earthbound slow soggy soporific visually dank crime melodramacharacter study would home small screen stellar cast
it 's as flat as an open can of pop left sitting in the sun .,1,flat open pop left sitting sun
a movie far more cynical and lazy than anything a fictitious charlie kaufman might object to .,1,movie far cynical lazy anything fictitious charlie kaufman might object
"a sour , nasty offering .",1,sour nasty offering
"everyone connected to this movie seems to be part of an insider clique , which tends to breed formulaic films rather than fresh ones .",1,everyone connected movie seems part insider clique tends breed formulaic film rather fresh one
this time kaufman 's imagination has failed him .,1,time kaufman imagination failed
... breathes surprising new life into the familiar by amalgamating genres and adding true human complexity to its not-so-stock characters . ',1,breathes surprising new life familiar amalgamating genre adding true human complexity notsostock character
"suggests puns about ingredients and soup and somebody being off their noodle , but let 's just say the ingredients do n't quite add up to a meal .",1,suggests pun ingredient soup somebody noodle let say ingredient nt quite add meal
the movie has an avalanche of eye-popping visual effects .,1,movie avalanche eyepopping visual effect
this is junk food cinema at its greasiest .,1,junk food cinema greasiest
"clever , brutal and strangely soulful movie .",1,clever brutal strangely soulful movie
"-lrb- director -rrb- byler may yet have a great movie in him , but charlotte sometimes is only half of one .",1,lrb director rrb byler may yet great movie charlotte sometimes half one
"if you liked the 1982 film then , you 'll still like it now .",1,liked film still like
"a miniscule little bleep on the film radar , but one that many more people should check out",1,miniscule little bleep film radar one many people check
"shamelessly sappy and , worse , runs away from its own provocative theme .",0,shamelessly sappy worse run away provocative theme
choose your reaction : a. -rrb- that sure is funny !,1,choose reaction rrb sure funny
"it 's the kind of movie that ends up festooning u.s. art house screens for no reason other than the fact that it 's in french -lrb- well , mostly -rrb- with english subtitles and is magically ` significant ' because of that .",1,kind movie end festooning u art house screen reason fact french lrb well mostly rrb english subtitle magically significant
"droll caper-comedy remake of `` big deal on madonna street '' that 's a sly , amusing , laugh-filled little gem in which the ultimate `` bellini '' begins to look like a `` real kaputschnik . ''",1,droll capercomedy remake big deal madonna street sly amusing laughfilled little gem ultimate bellini begin look like real kaputschnik
